epoch,epoch,loss,categorical_accuracy,val_loss,val_categorical_accuracy
0,0,1.6453896760940552,0.3921400010585785,1.4084206819534302,0.48649999499320984
1,1,1.2999775409698486,0.5301600098609924,1.2704097032546997,0.545199990272522
2,2,1.1533259153366089,0.5879799723625183,1.1032685041427612,0.6172999739646912
3,3,1.0335198640823364,0.6357799768447876,0.9952045679092407,0.651199996471405
4,4,0.9386311769485474,0.6707800030708313,0.9596619009971619,0.6588000059127808
5,5,0.8676534295082092,0.6956599950790405,0.8722491264343262,0.6953999996185303
6,6,0.8037464618682861,0.7203599810600281,0.8731919527053833,0.6994999647140503
7,7,0.7519084811210632,0.7381399869918823,0.8571233153343201,0.6991999745368958
8,8,0.695308268070221,0.7588399648666382,0.7596935033798218,0.7379999756813049
9,9,0.6488905549049377,0.7734999656677246,0.7385637760162354,0.7444999814033508
10,10,0.5997823476791382,0.7921800017356873,0.7659820914268494,0.7371000051498413
11,11,0.5609062314033508,0.8041599988937378,0.7294003367424011,0.7505999803543091
12,12,0.5146480202674866,0.8203799724578857,0.7280544638633728,0.7556999921798706
13,13,0.46759259700775146,0.8380799889564514,0.6967760324478149,0.7685999870300293
14,14,0.43018320202827454,0.8527799844741821,0.7232450842857361,0.7604999542236328
15,15,0.3867836594581604,0.8656799793243408,0.741628885269165,0.7627999782562256
16,16,0.34697413444519043,0.882099986076355,0.7193390130996704,0.7742999792098999
17,17,0.3072270452976227,0.8947399854660034,0.754851758480072,0.7662000060081482
18,18,0.2649519741535187,0.9110999703407288,0.8148107528686523,0.7583000063896179
19,19,0.23306988179683685,0.9220399856567383,0.7892656922340393,0.770799994468689
20,20,0.19673675298690796,0.9350799918174744,0.8450064063072205,0.7716999650001526
21,21,0.16340771317481995,0.9462399482727051,0.9158211946487427,0.7656999826431274
22,22,0.1356518268585205,0.9565399885177612,1.1358683109283447,0.7371000051498413
23,23,0.11545363813638687,0.9626799821853638,1.0632232427597046,0.7562999725341797
24,24,0.0955822616815567,0.9697999954223633,1.0278586149215698,0.7739999890327454
25,25,0.08422857522964478,0.9729999899864197,1.0623009204864502,0.771399974822998
26,26,0.07208357751369476,0.9769600033760071,1.1489179134368896,0.7640999555587769
27,27,0.05625971034169197,0.9830799698829651,1.2286503314971924,0.7637999653816223
28,28,0.06085491552948952,0.9795399904251099,1.1995861530303955,0.7666999697685242
29,29,0.04938899353146553,0.9851399660110474,1.2073203325271606,0.7694999575614929
30,30,0.049749910831451416,0.9836199879646301,1.2741937637329102,0.7626999616622925
31,31,0.04484150931239128,0.9859399795532227,1.2765464782714844,0.7634999752044678
32,32,0.0403534471988678,0.986739993095398,1.2912317514419556,0.7741999626159668
33,33,0.0376669242978096,0.9874599575996399,1.4014623165130615,0.7613999843597412
34,34,0.038131486624479294,0.9876199960708618,1.386237382888794,0.7609999775886536
35,35,0.033624615520238876,0.9891600012779236,1.4541162252426147,0.7601000070571899
36,36,0.03968925029039383,0.9871599674224854,1.3414440155029297,0.7755999565124512
37,37,0.034492116421461105,0.9887199997901917,1.4706230163574219,0.7529999613761902
38,38,0.035184409469366074,0.9887999892234802,1.3909549713134766,0.7700999975204468
39,39,0.028867870569229126,0.990619957447052,1.3751858472824097,0.7784000039100647
