epoch,epoch,loss,categorical_accuracy,val_loss,val_categorical_accuracy
0,0,1.6542537212371826,0.39089998602867126,1.3825739622116089,0.4982999861240387
1,1,1.30711030960083,0.5261600017547607,1.2020853757858276,0.5654999613761902
2,2,1.1429299116134644,0.5925599932670593,1.1062257289886475,0.6035000085830688
3,3,1.034130573272705,0.6348599791526794,1.0355290174484253,0.6331999897956848
4,4,0.9456650018692017,0.6673399806022644,0.9442319869995117,0.6658999919891357
5,5,0.8697715997695923,0.6957799792289734,0.9177306294441223,0.6811000108718872
6,6,0.8076555132865906,0.7190600037574768,0.8790707588195801,0.6868999600410461
7,7,0.7458087801933289,0.740839958190918,0.824928879737854,0.7170999646186829
8,8,0.6917144060134888,0.7599200010299683,0.7896788120269775,0.7250999808311462
9,9,0.6378528475761414,0.7788199782371521,0.7417365312576294,0.7441999912261963
10,10,0.5919689536094666,0.7946999669075012,0.7269003987312317,0.7518999576568604
11,11,0.5469182133674622,0.8120399713516235,0.7428467869758606,0.748699963092804
12,12,0.5021973848342896,0.8272199630737305,0.7275042533874512,0.7531999945640564
13,13,0.46181467175483704,0.8416799902915955,0.7494029402732849,0.7502999901771545
14,14,0.41708311438560486,0.8560400009155273,0.7268184423446655,0.758899986743927
15,15,0.3778655230998993,0.8709999918937683,0.7383250594139099,0.7592999935150146
16,16,0.3346182703971863,0.8853199481964111,0.7396712899208069,0.7690999507904053
17,17,0.2912444770336151,0.9012199640274048,0.7842678427696228,0.7572999596595764
18,18,0.2484978288412094,0.9169999957084656,0.8226269483566284,0.7603999972343445
19,19,0.2134663611650467,0.9286199808120728,0.8314706683158875,0.761900007724762
20,20,0.18423810601234436,0.9384799599647522,0.8727986216545105,0.7656999826431274
21,21,0.150446817278862,0.9509199857711792,0.9526501893997192,0.761900007724762
22,22,0.12578603625297546,0.9602399468421936,0.9604268074035645,0.7623999714851379
23,23,0.10251175612211227,0.9672799706459045,1.0452196598052979,0.7638999819755554
24,24,0.09158702194690704,0.970039963722229,1.0825191736221313,0.7617999911308289
25,25,0.07674460113048553,0.9755399823188782,1.1242471933364868,0.7579999566078186
26,26,0.06766955554485321,0.9791399836540222,1.1942473649978638,0.7554999589920044
27,27,0.06036476418375969,0.9810599684715271,1.2199574708938599,0.7603999972343445
28,28,0.06073320657014847,0.9799599647521973,1.2376869916915894,0.762999951839447
29,29,0.04740850627422333,0.9849199652671814,1.267045021057129,0.769599974155426
30,30,0.05155264958739281,0.9835000038146973,1.2984856367111206,0.7612999677658081
31,31,0.048116445541381836,0.9843599796295166,1.3514796495437622,0.7556999921798706
32,32,0.042653631418943405,0.986579954624176,1.2962685823440552,0.7698000073432922
33,33,0.04165715351700783,0.985759973526001,1.406602144241333,0.7558000087738037
34,34,0.03867616876959801,0.9872199892997742,1.413195013999939,0.7694999575614929
35,35,0.038528792560100555,0.9873199462890625,1.3948726654052734,0.7620999813079834
36,36,0.02878537029027939,0.9905399680137634,1.5385420322418213,0.7577999830245972
37,37,0.038040224462747574,0.9871199727058411,1.3871183395385742,0.7642999887466431
38,38,0.03142210468649864,0.9893199801445007,1.5364954471588135,0.7613999843597412
39,39,0.03184182941913605,0.9895399808883667,1.517971396446228,0.7608999609947205
