epoch,epoch,loss,categorical_accuracy,val_loss,val_categorical_accuracy
0,0,1.688414454460144,0.3765600025653839,1.4377487897872925,0.4723999798297882
1,1,1.3571664094924927,0.5052599906921387,1.2791714668273926,0.5378000140190125
2,2,1.1977771520614624,0.5704599618911743,1.1411635875701904,0.5949999690055847
3,3,1.0757026672363281,0.617139995098114,1.0619432926177979,0.6226999759674072
4,4,0.9754796028137207,0.6524400115013123,0.9311720728874207,0.6715999841690063
5,5,0.9022385478019714,0.6823199987411499,0.9055691361427307,0.6771000027656555
6,6,0.833057701587677,0.7075799703598022,0.8822715878486633,0.6900999546051025
7,7,0.7788837552070618,0.7267999649047852,0.8377045392990112,0.7085999846458435
8,8,0.7247139811515808,0.7472400069236755,0.8622509837150574,0.701200008392334
9,9,0.6755707859992981,0.7649399638175964,0.7820956110954285,0.7307999730110168
10,10,0.6352527141571045,0.7791000008583069,0.7418464422225952,0.7410999536514282
11,11,0.5878965854644775,0.7955399751663208,0.7643522620201111,0.7400999665260315
12,12,0.5481365323066711,0.8094799518585205,0.7145750522613525,0.7541999816894531
13,13,0.5089187026023865,0.8232599496841431,0.7114490866661072,0.7590999603271484
14,14,0.470469206571579,0.8375799655914307,0.7186029553413391,0.7602999806404114
15,15,0.431466281414032,0.8504799604415894,0.7105100154876709,0.762999951839447
16,16,0.3922603130340576,0.8644599914550781,0.7118165493011475,0.7690999507904053
17,17,0.3552294969558716,0.8776599764823914,0.7469942569732666,0.7617999911308289
18,18,0.322008341550827,0.8876000046730042,0.7744677662849426,0.76419997215271
19,19,0.28388962149620056,0.9035399556159973,0.8108447790145874,0.7626999616622925
20,20,0.25474414229393005,0.9130599498748779,0.7765796780586243,0.7752000093460083
21,21,0.21579772233963013,0.9276799559593201,0.8408784866333008,0.7670999765396118
22,22,0.19137558341026306,0.935259997844696,0.8394395112991333,0.776699960231781
23,23,0.161186084151268,0.9462999701499939,0.9029203057289124,0.770799994468689
24,24,0.13658468425273895,0.9543799757957458,0.9630085825920105,0.7657999992370605
25,25,0.10759438574314117,0.9664999842643738,1.0110392570495605,0.7674999833106995
26,26,0.10241357982158661,0.9669999480247498,1.0924456119537354,0.7653999924659729
27,27,0.08717433363199234,0.9719399809837341,1.1052992343902588,0.7719999551773071
28,28,0.06989820301532745,0.9774399995803833,1.1899610757827759,0.7681999802589417
29,29,0.06262780725955963,0.980139970779419,1.2166593074798584,0.7741999626159668
30,30,0.06479182094335556,0.9780799746513367,1.2278730869293213,0.7738999724388123
31,31,0.051434535533189774,0.9838799834251404,1.2877559661865234,0.7698999643325806
32,32,0.04887494444847107,0.9845399856567383,1.3951555490493774,0.7615000009536743
33,33,0.04410785436630249,0.9855599999427795,1.37379789352417,0.7687999606132507
34,34,0.046824485063552856,0.984559953212738,1.3653895854949951,0.7680999636650085
35,35,0.04023255407810211,0.9868999719619751,1.3755496740341187,0.7738999724388123
36,36,0.03791879862546921,0.9876399636268616,1.4305723905563354,0.7640999555587769
37,37,0.041121117770671844,0.9862399697303772,1.4358128309249878,0.7635999917984009
38,38,0.03035837411880493,0.9902599453926086,1.441487431526184,0.7649999856948853
39,39,0.04469680041074753,0.9846199750900269,1.3775405883789062,0.7699999809265137
