epoch,epoch,loss,categorical_accuracy,val_loss,val_categorical_accuracy
0,0,1.5374916791915894,0.42775997519493103,1.2252897024154663,0.5608999729156494
1,1,1.040889859199524,0.6281599998474121,0.9360376596450806,0.6696999669075012
2,2,0.8156835436820984,0.7098199725151062,0.8316256403923035,0.7084000110626221
3,3,0.672301173210144,0.7620999813079834,0.8422682285308838,0.7152999639511108
4,4,0.549643874168396,0.8049799799919128,0.7531360387802124,0.7524999976158142
5,5,0.44416436553001404,0.8441999554634094,0.809464156627655,0.7450000047683716
6,6,0.353196382522583,0.8761199712753296,0.8674460649490356,0.7511999607086182
7,7,0.2659548223018646,0.9076399803161621,0.9935123920440674,0.7482999563217163
8,8,0.2224254012107849,0.9206399917602539,1.0352060794830322,0.7461999654769897
9,9,0.1629287153482437,0.9425199627876282,1.231855869293213,0.7454999685287476
10,10,0.1479102224111557,0.9483199715614319,1.1964282989501953,0.7572999596595764
11,11,0.12800806760787964,0.955079972743988,1.3748193979263306,0.7434999942779541
12,12,0.11366249620914459,0.9606399536132812,1.314340353012085,0.7479999661445618
13,13,0.0917031317949295,0.9681199789047241,1.3925914764404297,0.7490999698638916
14,14,0.09664508700370789,0.9667199850082397,1.4485262632369995,0.7448999881744385
15,15,0.07860690355300903,0.973319947719574,1.495831847190857,0.7513999938964844
16,16,0.08227774500846863,0.9721399545669556,1.4793381690979004,0.7579999566078186
17,17,0.07202345132827759,0.9756999611854553,1.4396883249282837,0.7579999566078186
18,18,0.07666183263063431,0.9732999801635742,1.4272938966751099,0.7529999613761902
19,19,0.0677727684378624,0.9766799807548523,1.4271867275238037,0.7559999823570251
20,20,0.06143870949745178,0.9793799519538879,1.5042213201522827,0.7603999972343445
21,21,0.05783611536026001,0.9802999496459961,1.5098789930343628,0.7576000094413757
22,22,0.06322620064020157,0.9785199761390686,1.548606514930725,0.7556999921798706
23,23,0.05692267417907715,0.9813799858093262,1.5635981559753418,0.7556999921798706
24,24,0.06040269881486893,0.9795399904251099,1.561169147491455,0.7524999976158142
25,25,0.0519774854183197,0.9826200008392334,1.5358757972717285,0.7551999688148499
26,26,0.04954248294234276,0.9830999970436096,1.7913929224014282,0.7430999875068665
27,27,0.05932703986763954,0.9792400002479553,1.5985820293426514,0.7549999952316284
28,28,0.047555290162563324,0.9842599630355835,1.7248153686523438,0.7498999834060669
29,29,0.04766382277011871,0.9841599464416504,1.6107962131500244,0.7537999749183655
30,30,0.051319509744644165,0.9829199910163879,1.674173355102539,0.7455999851226807
31,31,0.04666899889707565,0.9840999841690063,1.681502342224121,0.7518999576568604
32,32,0.05210210382938385,0.983199954032898,1.6062219142913818,0.7563999891281128
33,33,0.038801003247499466,0.9873799681663513,1.6505482196807861,0.7489999532699585
34,34,0.0440896637737751,0.9852599501609802,1.693640947341919,0.7576999664306641
35,35,0.04681085795164108,0.9848399758338928,1.584129810333252,0.7578999996185303
36,36,0.037461716681718826,0.9880200028419495,1.5674885511398315,0.7621999979019165
37,37,0.03879496455192566,0.9873600006103516,1.8720118999481201,0.7479000091552734
38,38,0.04749242961406708,0.9839999675750732,1.6606040000915527,0.7524999976158142
39,39,0.039710626006126404,0.9869199991226196,1.652230978012085,0.7554999589920044
