epoch,epoch,loss,categorical_accuracy,val_loss,val_categorical_accuracy
0,0,1.6736531257629395,0.38128000497817993,1.4357218742370605,0.47189998626708984
1,1,1.3505560159683228,0.5112599730491638,1.2664122581481934,0.5396999716758728
2,2,1.1944750547409058,0.5715399980545044,1.1267486810684204,0.592799961566925
3,3,1.0749406814575195,0.6204999685287476,1.0248414278030396,0.6322000026702881
4,4,0.9835271835327148,0.6534599661827087,0.9539743065834045,0.6572999954223633
5,5,0.9085484743118286,0.6796000003814697,0.904737651348114,0.6818999648094177
6,6,0.8437455892562866,0.7021999955177307,0.8610410690307617,0.6990000009536743
7,7,0.7848133444786072,0.7261199951171875,0.8349906802177429,0.7056999802589417
8,8,0.7355720400810242,0.7437199950218201,0.7799964547157288,0.7322999835014343
9,9,0.6867241859436035,0.7620999813079834,0.8016005158424377,0.724399983882904
10,10,0.639639139175415,0.7771999835968018,0.7566148638725281,0.7382999658584595
11,11,0.5935934782028198,0.7931999564170837,0.755121111869812,0.7445999979972839
12,12,0.5538070797920227,0.8085399866104126,0.7456489205360413,0.7448999881744385
13,13,0.5103501677513123,0.8241999745368958,0.7527490258216858,0.7459999918937683
14,14,0.4770801067352295,0.8342399597167969,0.7143765091896057,0.7594999670982361
15,15,0.4315345585346222,0.8510400056838989,0.7320374250411987,0.7566999793052673
16,16,0.3948504328727722,0.8642599582672119,0.7417395114898682,0.7590000033378601
17,17,0.3551250994205475,0.8773599863052368,0.7829707860946655,0.7516999840736389
18,18,0.31519824266433716,0.892039954662323,0.7987105250358582,0.7554000020027161
19,19,0.27834856510162354,0.9057599902153015,0.7784872651100159,0.7613999843597412
20,20,0.2412279099225998,0.9190199971199036,0.8550707101821899,0.7597000002861023
21,21,0.20797841250896454,0.9307999610900879,0.8518505692481995,0.7601999640464783
22,22,0.1755990833044052,0.942799985408783,0.9160953164100647,0.7577999830245972
23,23,0.14972780644893646,0.9518199563026428,0.9429135322570801,0.7637999653816223
24,24,0.12186849117279053,0.9613999724388123,1.007129430770874,0.7615000009536743
25,25,0.10301830619573593,0.9673799872398376,1.0407575368881226,0.7626999616622925
26,26,0.08680327981710434,0.972819983959198,1.03900945186615,0.7671999931335449
27,27,0.07564707100391388,0.9755399823188782,1.1140416860580444,0.7678999900817871
28,28,0.07257071137428284,0.9761799573898315,1.203673243522644,0.7558000087738037
29,29,0.06020370498299599,0.9807999730110168,1.1879340410232544,0.7638999819755554
30,30,0.05549510195851326,0.982699990272522,1.2342345714569092,0.7690999507904053
31,31,0.051536791026592255,0.9834599494934082,1.369240641593933,0.7471999526023865
32,32,0.04798129200935364,0.9846199750900269,1.3288036584854126,0.7682999968528748
33,33,0.04645794257521629,0.9855599999427795,1.3951163291931152,0.7603999972343445
34,34,0.03822780027985573,0.9874999523162842,1.4467967748641968,0.7487999796867371
35,35,0.04790209233760834,0.9837200045585632,1.3602477312088013,0.7591999769210815
36,36,0.03793838620185852,0.9866999983787537,1.4555516242980957,0.7523999810218811
37,37,0.036560576409101486,0.9869199991226196,1.4222666025161743,0.7591999769210815
38,38,0.032956626266241074,0.9890999794006348,1.4757453203201294,0.764799952507019
39,39,0.04490090161561966,0.9848199486732483,1.44357168674469,0.7644999623298645
