epoch,epoch,loss,categorical_accuracy,val_loss,val_categorical_accuracy
0,0,1.713496208190918,0.36545997858047485,1.4548065662384033,0.46459999680519104
1,1,1.3904436826705933,0.49111998081207275,1.3186712265014648,0.5275999903678894
2,2,1.2619907855987549,0.5427600145339966,1.2190535068511963,0.5656999945640564
3,3,1.1570192575454712,0.5852199792861938,1.094886302947998,0.6110999584197998
4,4,1.0701931715011597,0.619159996509552,1.076442003250122,0.6155999898910522
5,5,1.0014469623565674,0.6452199816703796,1.0010018348693848,0.6452999711036682
6,6,0.9318274855613708,0.6701200008392334,0.9592193365097046,0.6649999618530273
7,7,0.8786810040473938,0.688979983329773,0.8963282704353333,0.6897000074386597
8,8,0.8208898305892944,0.7107599973678589,0.9038915634155273,0.6863999962806702
9,9,0.7796708345413208,0.7272199988365173,0.833585262298584,0.7107999920845032
10,10,0.7337689399719238,0.7428399920463562,0.8046745657920837,0.718999981880188
11,11,0.6957812309265137,0.7569599747657776,0.7712417244911194,0.7324999570846558
12,12,0.6523491144180298,0.7723000049591064,0.7649427652359009,0.7353999614715576
13,13,0.6130653619766235,0.7868399620056152,0.761755108833313,0.7368999719619751
14,14,0.57828688621521,0.7988599538803101,0.7888100147247314,0.7310000061988831
15,15,0.5432636737823486,0.812999963760376,0.7743163108825684,0.7396999597549438
16,16,0.5084124207496643,0.8230999708175659,0.7297511100769043,0.7542999982833862
17,17,0.4809664189815521,0.8336799740791321,0.7420716881752014,0.7511999607086182
18,18,0.44206374883651733,0.8476999998092651,0.7315201163291931,0.7599999904632568
19,19,0.4099196493625641,0.8583599925041199,0.7418171167373657,0.7590000033378601
20,20,0.3772808611392975,0.869439959526062,0.711509108543396,0.7726999521255493
21,21,0.3418991267681122,0.8826999664306641,0.7220215201377869,0.7717999815940857
22,22,0.31395623087882996,0.8942199945449829,0.7509371638298035,0.7702999711036682
23,23,0.2872218191623688,0.9014999866485596,0.7547652721405029,0.7718999981880188
24,24,0.2544918954372406,0.9144999980926514,0.8074029088020325,0.7688999772071838
25,25,0.22381851077079773,0.9257999658584595,0.8369622826576233,0.7642999887466431
26,26,0.19618995487689972,0.9346599578857422,0.859054446220398,0.7689999938011169
27,27,0.1678655594587326,0.945859968662262,0.9075093269348145,0.7669999599456787
28,28,0.14967787265777588,0.9510200023651123,0.9349192380905151,0.7744999527931213
29,29,0.12816114723682404,0.9590599536895752,0.9804193377494812,0.7660999894142151
30,30,0.10993358492851257,0.9648000001907349,1.0235940217971802,0.7689999938011169
31,31,0.09616333991289139,0.9695199728012085,1.0127694606781006,0.7737999558448792
32,32,0.07842014729976654,0.9766199588775635,1.117285132408142,0.7710999846458435
33,33,0.07539846003055573,0.9759399890899658,1.0814549922943115,0.7736999988555908
34,34,0.06469280272722244,0.9796800017356873,1.1813291311264038,0.767799973487854
35,35,0.05450621619820595,0.9838399887084961,1.2897918224334717,0.7608999609947205
36,36,0.0545923188328743,0.9834399819374084,1.2461743354797363,0.7690999507904053
37,37,0.04776390641927719,0.9845399856567383,1.2536168098449707,0.7746999859809875
38,38,0.041253749281167984,0.9876999855041504,1.398125171661377,0.7594000101089478
39,39,0.04536818340420723,0.9860000014305115,1.3852577209472656,0.7696999907493591
