,epoch,num_parameters,dim,rank,training_duration,loss,accuracy,val_loss,val_accuracy
0,1,16630,10,5,104.25850129127502,4.527514934539795,0.014159999787807465,4.4251556396484375,0.020400000736117363
1,2,16630,10,5,104.25850129127502,4.355497360229492,0.026259999722242355,4.329030513763428,0.03290000185370445
2,3,16630,10,5,104.25850129127502,4.298890590667725,0.03325999900698662,4.300200462341309,0.03240000084042549
3,4,16630,10,5,104.25850129127502,4.257843017578125,0.03945999965071678,4.2490692138671875,0.03929999843239784
4,5,16630,10,5,104.25850129127502,4.23043155670166,0.043699998408555984,4.236203670501709,0.03999999910593033
5,6,16630,10,5,104.25850129127502,4.209280014038086,0.04532000049948692,4.216339588165283,0.04399999976158142
6,7,16630,10,5,104.25850129127502,4.192086696624756,0.04569999873638153,4.210873126983643,0.04100000113248825
7,8,16630,10,5,104.25850129127502,4.181963920593262,0.04623999819159508,4.199080944061279,0.04360000044107437
8,9,16630,10,5,104.25850129127502,4.1739583015441895,0.04681999981403351,4.1951751708984375,0.04529999941587448
9,10,16630,10,5,104.25850129127502,4.168223857879639,0.04588000103831291,4.1881632804870605,0.041099999099969864
10,11,16630,10,5,104.25850129127502,4.163580417633057,0.0485600009560585,4.175094127655029,0.04540000110864639
11,12,16630,10,5,104.25850129127502,4.160254955291748,0.04758000001311302,4.207155704498291,0.042399998754262924
12,13,16630,10,5,104.25850129127502,4.15457820892334,0.048739999532699585,4.176497459411621,0.047600001096725464
13,14,16630,10,5,104.25850129127502,4.15168571472168,0.050119999796152115,4.183427333831787,0.04740000143647194
14,15,16630,10,5,104.25850129127502,4.147966384887695,0.04994000121951103,4.174740791320801,0.048500001430511475
15,16,16630,10,5,104.25850129127502,4.1446003913879395,0.04981999844312668,4.15967321395874,0.04919999837875366
16,17,16630,10,5,104.25850129127502,4.14251708984375,0.05014000087976456,4.16242790222168,0.049400001764297485
17,18,16630,10,5,104.25850129127502,4.139550685882568,0.05290000140666962,4.195086479187012,0.051600001752376556
18,19,16630,10,5,104.25850129127502,4.137217044830322,0.05324000120162964,4.173027515411377,0.04899999871850014
19,20,16630,10,5,104.25850129127502,4.133946418762207,0.054260000586509705,4.144110202789307,0.05180000141263008
20,21,16630,10,5,104.25850129127502,4.132786750793457,0.05384000018239021,4.145126819610596,0.052799999713897705
21,22,16630,10,5,104.25850129127502,4.131096363067627,0.05490000173449516,4.141580104827881,0.052000001072883606
22,23,16630,10,5,104.25850129127502,4.128079414367676,0.05522000044584274,4.141549587249756,0.05510000139474869
23,24,16630,10,5,104.25850129127502,4.127321720123291,0.057179998606443405,4.143919467926025,0.05469999834895134
24,25,16630,10,5,104.25850129127502,4.1216654777526855,0.05787999927997589,4.160353183746338,0.05339999869465828
25,26,16630,10,5,104.25850129127502,4.102855205535889,0.06335999816656113,4.112959384918213,0.05990000069141388
26,27,16630,10,5,104.25850129127502,4.064289093017578,0.0703200027346611,4.064909934997559,0.06700000166893005
27,28,16630,10,5,104.25850129127502,4.03614616394043,0.07438000291585922,4.051326751708984,0.06920000165700912
28,29,16630,10,5,104.25850129127502,4.026479721069336,0.07596000283956528,4.036969184875488,0.07339999824762344
29,30,16630,10,5,104.25850129127502,4.021451473236084,0.07556000351905823,4.038908958435059,0.07169999927282333
30,31,16630,10,5,104.25850129127502,4.018825054168701,0.07590000331401825,4.033055305480957,0.07069999724626541
31,32,16630,10,5,104.25850129127502,4.016373634338379,0.07639999687671661,4.039237022399902,0.06880000233650208
32,33,16630,10,5,104.25850129127502,4.015329360961914,0.07624000310897827,4.043451309204102,0.07069999724626541
33,34,16630,10,5,104.25850129127502,4.012697696685791,0.07671999931335449,4.0331315994262695,0.07500000298023224
34,35,16630,10,5,104.25850129127502,4.011562824249268,0.07717999815940857,4.045302867889404,0.06939999759197235
35,36,16630,10,5,104.25850129127502,4.010554313659668,0.07655999809503555,4.038290500640869,0.07000000029802322
36,37,16630,10,5,104.25850129127502,4.0096755027771,0.07810000330209732,4.053394317626953,0.07129999995231628
37,38,16630,10,5,104.25850129127502,4.007723331451416,0.07772000133991241,4.032871246337891,0.07180000096559525
38,39,16630,10,5,104.25850129127502,4.0078020095825195,0.07683999836444855,4.034374713897705,0.07119999825954437
39,40,16630,10,5,104.25850129127502,4.007065773010254,0.07903999835252762,4.033535957336426,0.0737999975681305
40,41,16630,10,5,104.25850129127502,4.005887508392334,0.0778999999165535,4.072132587432861,0.06530000269412994
41,42,16630,10,5,104.25850129127502,4.00541353225708,0.07859999686479568,4.025936126708984,0.07500000298023224
42,43,16630,10,5,104.25850129127502,4.00366735458374,0.07875999808311462,4.029143333435059,0.07119999825954437
43,44,16630,10,5,104.25850129127502,4.003784656524658,0.07716000080108643,4.0309343338012695,0.07599999755620956
44,45,16630,10,5,104.25850129127502,4.003855228424072,0.07942000031471252,4.040131568908691,0.0771000012755394
45,46,16630,10,5,104.25850129127502,4.002388000488281,0.07970000058412552,4.0425848960876465,0.07259999960660934
46,47,16630,10,5,104.25850129127502,4.002716064453125,0.07970000058412552,4.038295269012451,0.0737999975681305
47,48,16630,10,5,104.25850129127502,4.00291633605957,0.07912000268697739,4.0275492668151855,0.07419999688863754
48,49,16630,10,5,104.25850129127502,4.00193452835083,0.08008000254631042,4.032878398895264,0.07100000232458115
49,50,16630,10,5,104.25850129127502,4.000708103179932,0.07965999841690063,4.0315470695495605,0.07609999924898148
50,1,32140,10,10,138.43125891685486,4.449233531951904,0.017880000174045563,4.389425277709961,0.018699999898672104
51,2,32140,10,10,138.43125891685486,4.363170146942139,0.021479999646544456,4.353130340576172,0.021199999377131462
52,3,32140,10,10,138.43125891685486,4.345544815063477,0.02394000068306923,4.367168426513672,0.024800000712275505
53,4,32140,10,10,138.43125891685486,4.330094814300537,0.025100000202655792,4.3475751876831055,0.025499999523162842
54,5,32140,10,10,138.43125891685486,4.29749059677124,0.03237999975681305,4.292531967163086,0.037700001150369644
55,6,32140,10,10,138.43125891685486,4.236107349395752,0.04016000032424927,4.240982532501221,0.03889999911189079
56,7,32140,10,10,138.43125891685486,4.202742099761963,0.043140001595020294,4.223904609680176,0.04439999908208847
57,8,32140,10,10,138.43125891685486,4.181885719299316,0.04513999819755554,4.208852291107178,0.04179999977350235
58,9,32140,10,10,138.43125891685486,4.165440082550049,0.049400001764297485,4.171307563781738,0.048900000751018524
59,10,32140,10,10,138.43125891685486,4.130093574523926,0.05984000116586685,4.118152618408203,0.062199998646974564
60,11,32140,10,10,138.43125891685486,4.067864894866943,0.06942000240087509,4.07526969909668,0.06440000236034393
61,12,32140,10,10,138.43125891685486,4.050215244293213,0.07225999981164932,4.087502956390381,0.06780000030994415
62,13,32140,10,10,138.43125891685486,4.043549537658691,0.0719200000166893,4.046282768249512,0.07129999995231628
63,14,32140,10,10,138.43125891685486,4.036556720733643,0.07502000033855438,4.042561054229736,0.07410000264644623
64,15,32140,10,10,138.43125891685486,4.034148216247559,0.07373999804258347,4.071227550506592,0.06239999830722809
65,16,32140,10,10,138.43125891685486,4.029404163360596,0.07360000163316727,4.039655685424805,0.07329999655485153
66,17,32140,10,10,138.43125891685486,4.026340961456299,0.07407999783754349,4.0448737144470215,0.07280000299215317
67,18,32140,10,10,138.43125891685486,4.0246992111206055,0.07496000081300735,4.038700580596924,0.0729999989271164
68,19,32140,10,10,138.43125891685486,4.02275276184082,0.07569999992847443,4.076300144195557,0.06350000202655792
69,20,32140,10,10,138.43125891685486,4.021889686584473,0.07540000230073929,4.032527923583984,0.07370000332593918
70,21,32140,10,10,138.43125891685486,4.019852638244629,0.0752200037240982,4.046482086181641,0.07559999823570251
71,22,32140,10,10,138.43125891685486,4.019056797027588,0.07785999774932861,4.061427116394043,0.0697999969124794
72,23,32140,10,10,138.43125891685486,4.017577648162842,0.07562000304460526,4.058149337768555,0.07599999755620956
73,24,32140,10,10,138.43125891685486,4.016284465789795,0.07642000168561935,4.033905506134033,0.07680000364780426
74,25,32140,10,10,138.43125891685486,4.015355110168457,0.07664000242948532,4.0589375495910645,0.07000000029802322
75,26,32140,10,10,138.43125891685486,4.013711452484131,0.07795999944210052,4.0503315925598145,0.06949999928474426
76,27,32140,10,10,138.43125891685486,4.012707710266113,0.07766000181436539,4.090512275695801,0.06650000065565109
77,28,32140,10,10,138.43125891685486,4.011728286743164,0.07846000045537949,4.024432182312012,0.07620000094175339
78,29,32140,10,10,138.43125891685486,4.011194229125977,0.07733999937772751,4.108002662658691,0.06239999830722809
79,30,32140,10,10,138.43125891685486,4.009207725524902,0.07733999937772751,4.0361833572387695,0.07209999859333038
80,31,32140,10,10,138.43125891685486,4.008074760437012,0.0794999971985817,4.016782283782959,0.07810000330209732
