,epoch,rank1,rank2,acc,loss,val_acc,val_loss,layer_1_eff_rank,layer_3_eff_rank
47,47,200,5,0.5927000045776367,1.1171573400497437,0.5037999749183655,1.4212993383407593,4.1386604,1.5718442
48,48,200,5,0.5916000008583069,1.1118197441101074,0.5030999779701233,1.4460036754608154,4.1449556,1.5709755
49,49,200,5,0.5965200066566467,1.1083934307098389,0.4759999811649322,1.5772565603256226,4.150488,1.5716276
0,0,20,10,0.273279994726181,1.9834072589874268,0.3006999790668487,1.917354106903076,2.876699,2.0136302
1,1,20,10,0.353980004787445,1.7903450727462769,0.375,1.7147737741470337,2.8547218,2.0021975
2,2,20,10,0.3827599883079529,1.7159438133239746,0.4065999984741211,1.653074026107788,2.8434541,2.0255663
3,3,20,10,0.4037399888038635,1.6667309999465942,0.3854999840259552,1.718011498451233,2.8418033,2.0271637
4,4,20,10,0.4210399985313415,1.620784044265747,0.4197999835014343,1.6490025520324707,2.8414357,2.0364614
5,5,20,10,0.4328999817371368,1.5840595960617063,0.4351999759674072,1.5982412099838257,2.8434355,2.046514
6,6,20,10,0.4450799822807312,1.551061511039734,0.4429999887943268,1.54818856716156,2.8448884,2.0498207
7,7,20,10,0.4552199840545654,1.5246233940124512,0.4514999985694885,1.5297220945358276,2.8441622,2.0534773
8,8,20,10,0.461819976568222,1.5060029029846191,0.4417999982833862,1.5484554767608645,2.8462203,2.0508947
9,9,20,10,0.4676399827003479,1.482642650604248,0.4644999802112579,1.5054538249969482,2.8468955,2.0533745
10,10,20,10,0.4762799739837646,1.4685689210891724,0.4726999998092651,1.4795193672180176,2.8498802,2.056396
11,11,20,10,0.4807199835777282,1.45059335231781,0.4721999764442444,1.4853843450546265,2.8529768,2.0572956
12,12,20,10,0.4849999845027923,1.4400073289871216,0.4605000019073486,1.5051777362823486,2.857701,2.0583866
13,13,20,10,0.4916799962520599,1.4241725206375122,0.4676999747753143,1.4896764755249023,2.8633966,2.0617888
14,14,20,10,0.4954800009727478,1.4136576652526855,0.4869000017642975,1.449804663658142,2.8679879,2.0659235
15,15,20,10,0.5004000067710876,1.3999274969100952,0.4593999981880188,1.5115771293640137,2.8726172,2.0737665
16,16,20,10,0.5031799674034119,1.3886598348617554,0.4909999966621399,1.4265822172164917,2.878257,2.0774086
17,17,20,10,0.5061799883842468,1.3807997703552246,0.471699982881546,1.4773149490356443,2.882989,2.0812142
18,18,20,10,0.5127599835395813,1.3690824508666992,0.4954999983310699,1.4292523860931396,2.8872652,2.0781727
19,19,20,10,0.5138999819755554,1.3596210479736328,0.4957000017166137,1.413236141204834,2.8906043,2.0828059
20,20,20,10,0.5204200148582458,1.3498122692108154,0.4921999871730804,1.4353843927383425,2.8936362,2.0887578
21,21,20,10,0.519819974899292,1.3400624990463257,0.483599990606308,1.4431713819503784,2.8957062,2.0920198
22,22,20,10,0.5251399874687195,1.332253098487854,0.5034999847412109,1.4009008407592771,2.8982477,2.0945954
23,23,20,10,0.5301399827003479,1.3260536193847656,0.4902999997138977,1.4407331943511963,2.899691,2.0971365
24,24,20,10,0.5293399691581726,1.3189597129821775,0.4973999857902527,1.4181498289108276,2.9022317,2.101066
25,25,20,10,0.5334199666976929,1.31431245803833,0.4895999729633331,1.4326767921447754,2.9037237,2.0989068
26,26,20,10,0.536139965057373,1.3052862882614136,0.4935999810695648,1.4261837005615234,2.9058838,2.1020026
27,27,20,10,0.5363399982452393,1.2980008125305176,0.4899999797344208,1.456471562385559,2.9077616,2.1023061
28,28,20,10,0.5405600070953369,1.2954405546188354,0.5001000165939331,1.413488507270813,2.9097776,2.1063657
29,29,20,10,0.5431599617004395,1.2866263389587402,0.517300009727478,1.369524359703064,2.910741,2.107759
30,30,20,10,0.5436800122261047,1.2860716581344604,0.4964999854564667,1.4345309734344482,2.9129806,2.1132967
31,31,20,10,0.5452199578285217,1.2772938013076782,0.4961999952793121,1.4325999021530151,2.9137998,2.1137748
32,32,20,10,0.5466200113296509,1.2741978168487549,0.4912999868392944,1.462404489517212,2.9148517,2.116336
33,33,20,10,0.5491999983787537,1.2708210945129397,0.4897999763488769,1.452932834625244,2.9168172,2.112993
34,34,20,10,0.5503399968147278,1.2640668153762815,0.5080000162124634,1.3935920000076294,2.9174047,2.1153338
35,35,20,10,0.5528799891471863,1.2605490684509275,0.5112999677658081,1.378705978393555,2.9184308,2.1116507
36,36,20,10,0.556119978427887,1.2538083791732788,0.5094000101089478,1.3909295797348022,2.920267,2.1175137
37,37,20,10,0.5550000071525574,1.2510738372802734,0.5076000094413757,1.398289918899536,2.9215672,2.1153898
38,38,20,10,0.5570799708366394,1.2475725412368774,0.4967999756336212,1.4217383861541748,2.9224796,2.115538
39,39,20,10,0.5585799813270569,1.243452787399292,0.4709999859333038,1.504148006439209,2.9236546,2.1185272
40,40,20,10,0.5578199625015259,1.2381988763809204,0.508899986743927,1.3993868827819824,2.924107,2.1187062
41,41,20,10,0.5600999593734741,1.2366617918014526,0.4939000010490417,1.442042112350464,2.9245443,2.118748
42,42,20,10,0.5632199645042419,1.2320984601974487,0.4989999830722809,1.4467612504959106,2.9252076,2.1216335
43,43,20,10,0.5634599924087524,1.227001667022705,0.5037999749183655,1.402537822723389,2.9253054,2.1223862
44,44,20,10,0.5658800005912781,1.224745750427246,0.5235999822616577,1.3779746294021606,2.926249,2.1232793
45,45,20,10,0.5640000104904175,1.2224634885787964,0.5054999589920044,1.390117049217224,2.926871,2.1265473
46,46,20,10,0.5645999908447266,1.2212353944778442,0.5018999576568604,1.4170966148376465,2.9276485,2.1274128
47,47,20,10,0.570360004901886,1.2145678997039795,0.4998999834060669,1.4328066110610962,2.927864,2.1256545
48,48,20,10,0.5704399943351746,1.2125639915466309,0.4884999990463257,1.452346920967102,2.928604,2.1282737
49,49,20,10,0.5704799890518188,1.2102171182632446,0.5182999968528748,1.394525408744812,2.9292045,2.1300251
0,0,20,5,0.2487199902534485,2.021759510040283,0.3102999925613403,1.894348621368408,2.84913,1.5353398
1,1,20,5,0.3306799829006195,1.858603239059448,0.3565999865531921,1.782524347305298,2.8098195,1.5198374
2,2,20,5,0.3618399798870086,1.771358847618103,0.3597999811172485,1.766184687614441,2.7956402,1.52135
3,3,20,5,0.3774199783802032,1.7194932699203491,0.3962999880313873,1.6800819635391235,2.7938774,1.5214497
4,4,20,5,0.3910000026226043,1.685848355293274,0.3932999968528747,1.689907789230347,2.7979815,1.5240794
5,5,20,5,0.4021999835968017,1.652962327003479,0.4050000011920929,1.6378298997879028,2.7999475,1.5331287
6,6,20,5,0.4123999774456024,1.624189019203186,0.4249999821186065,1.6126465797424316,2.8020217,1.5339842
7,7,20,5,0.4241399765014648,1.5998824834823608,0.4403999745845794,1.5656572580337524,2.8053336,1.5403645
8,8,20,5,0.4305199980735779,1.580064296722412,0.4355999827384949,1.5743803977966309,2.8079543,1.5441371
9,9,20,5,0.4367599785327911,1.5609126091003418,0.4417999982833862,1.5540944337844849,2.8088145,1.5469611
10,10,20,5,0.4444399774074554,1.5431817770004272,0.4330999851226806,1.5874388217926023,2.810256,1.5483917
11,11,20,5,0.4509999752044678,1.5281267166137695,0.4302999973297119,1.583545446395874,2.8130352,1.5544585
12,12,20,5,0.4579199850559234,1.5138981342315674,0.4250999987125397,1.6030181646347046,2.8171456,1.5520493
13,13,20,5,0.4619999825954437,1.4984607696533203,0.4346999824047088,1.555957555770874,2.8204677,1.5530535
14,14,20,5,0.4664399921894073,1.488100528717041,0.4421999752521515,1.532511830329895,2.825649,1.5567119
15,15,20,5,0.4691399931907654,1.4743750095367432,0.4554999768733978,1.523600697517395,2.831118,1.5601971
16,16,20,5,0.4728999733924866,1.4655197858810425,0.4438999891281128,1.5655399560928345,2.8358228,1.559938
17,17,20,5,0.4766999781131744,1.4534915685653689,0.4439999759197235,1.557949185371399,2.8404748,1.5634699
18,18,20,5,0.4814599752426147,1.444230556488037,0.4314000010490417,1.5730148553848269,2.846201,1.5607762
19,19,20,5,0.4855199754238128,1.4330506324768066,0.4514999985694885,1.5290929079055786,2.8496163,1.5633203
20,20,20,5,0.4875999987125397,1.423147678375244,0.4742999970912933,1.468914270401001,2.8532007,1.5669656
21,21,20,5,0.4906799793243408,1.415233135223389,0.4799000024795532,1.4737592935562134,2.8562212,1.5682765
22,22,20,5,0.4951599836349487,1.4058414697647097,0.4657000005245209,1.4956371784210205,2.8598359,1.5707836
23,23,20,5,0.4957599937915802,1.3980122804641724,0.4851000010967254,1.452462673187256,2.8636067,1.5729754
24,24,20,5,0.50027996301651,1.389533758163452,0.4768999814987182,1.4676692485809326,2.8668487,1.5721439
25,25,20,5,0.500499963760376,1.384124994277954,0.4817999899387359,1.45667827129364,2.868645,1.5738871
26,26,20,5,0.5042999982833862,1.3791561126708984,0.4824000000953674,1.458723545074463,2.8711202,1.575442
27,27,20,5,0.5074999928474426,1.3710665702819824,0.4805999994277954,1.4617321491241455,2.8733704,1.5773365
28,28,20,5,0.5092399716377258,1.3644591569900513,0.4729999899864197,1.4950776100158691,2.8751462,1.5779945
29,29,20,5,0.5103999972343445,1.3590965270996094,0.4730999767780304,1.4791609048843384,2.8767092,1.5782257
30,30,20,5,0.5123999714851379,1.3530093431472778,0.4852999746799469,1.447936773300171,2.878813,1.5784236
31,31,20,5,0.5154399871826172,1.3471167087554932,0.4594999849796295,1.521557331085205,2.8803494,1.5787151
32,32,20,5,0.5189999938011169,1.3443379402160645,0.4855999946594238,1.4495532512664795,2.8829124,1.579669
33,33,20,5,0.5184800028800964,1.3378312587738037,0.4833000004291534,1.4493201971054075,2.8847864,1.5795147
34,34,20,5,0.5212799906730652,1.3322323560714722,0.4937999844551086,1.4516693353652954,2.8861766,1.5793306
35,35,20,5,0.5203999876976013,1.3283997774124146,0.48539999127388,1.4421942234039309,2.88833,1.5780289
36,36,20,5,0.5238400101661682,1.324993133544922,0.487199991941452,1.4441895484924316,2.8903334,1.5797871
37,37,20,5,0.5252999663352966,1.3218765258789062,0.4809999763965606,1.4537971019744873,2.8921397,1.5774142
38,38,20,5,0.5261399745941162,1.3178683519363403,0.4932999908924103,1.437593936920166,2.8935883,1.5793309
39,39,20,5,0.5274999737739563,1.3130254745483398,0.4982999861240387,1.4152848720550537,2.8943753,1.5788746
40,40,20,5,0.5297799706459045,1.308098316192627,0.4664999842643738,1.5084298849105835,2.8961256,1.5801134
41,41,20,5,0.5314599871635437,1.3071839809417725,0.4946999847888946,1.4270187616348269,2.8975253,1.5804431
42,42,20,5,0.5322200059890747,1.302029371261597,0.4980999827384949,1.4115334749221802,2.89903,1.5790946
43,43,20,5,0.5328599810600281,1.29951012134552,0.4711999893188476,1.5021233558654783,2.9002755,1.5806782
44,44,20,5,0.5351600050926208,1.2955329418182373,0.4912999868392944,1.4766024351119995,2.901253,1.5811943
45,45,20,5,0.535539984703064,1.291737675666809,0.4792999923229217,1.4893410205841064,2.9025238,1.578984
46,46,20,5,0.5361199975013733,1.2885903120040894,0.4888999760150909,1.4433313608169556,2.9032447,1.5808082
47,47,20,5,0.5384799838066101,1.2858151197433472,0.4883999824523926,1.4658148288726809,2.9046462,1.5801272
48,48,20,5,0.5390399694442749,1.2837390899658203,0.4757999777793884,1.4733049869537354,2.905962,1.5797603
49,49,20,5,0.5385800004005432,1.2819679975509644,0.4793999791145324,1.4769034385681152,2.906677,1.5792603
0,0,50,10,0.2850199937820434,1.9484258890151975,0.3364999890327453,1.817482709884644,3.7508764,2.0059528
1,1,50,10,0.3621799945831299,1.7717840671539309,0.3959999978542328,1.694053053855896,3.6924188,2.0392325
2,2,50,10,0.390639990568161,1.696426510810852,0.4084999859333038,1.6570241451263428,3.651755,2.0428252
3,3,50,10,0.4172199964523315,1.629480242729187,0.4275999963283539,1.6079020500183103,3.6213787,2.0577862
4,4,50,10,0.4327400028705597,1.5817054510116575,0.4345999956130981,1.571133017539978,3.5934618,2.0683336
5,5,50,10,0.4463199973106384,1.5437729358673096,0.438400000333786,1.5708307027816772,3.5713341,2.0732992
6,6,50,10,0.4581599831581116,1.5147868394851685,0.4491999745368957,1.5256378650665283,3.5545123,2.081251
7,7,50,10,0.4680199921131134,1.491133213043213,0.4434999823570251,1.5744364261627195,3.5385106,2.0893521
8,8,50,10,0.474260002374649,1.4695899486541748,0.4520999789237976,1.524963617324829,3.5273488,2.0900455
9,9,50,10,0.4844399988651275,1.4500951766967771,0.4453999996185303,1.517590045928955,3.5181026,2.091205
10,10,50,10,0.4894199967384338,1.4314090013504028,0.4732999801635742,1.485267162322998,3.5114834,2.0906327
11,11,50,10,0.4958999752998352,1.412129282951355,0.4632000029087066,1.508480191230774,3.5073745,2.091185
12,12,50,10,0.4997999966144562,1.397072672843933,0.4720999896526336,1.4885244369506836,3.5056388,2.088018
13,13,50,10,0.5091800093650818,1.3777050971984863,0.4782999753952026,1.4752284288406372,3.504393,2.0874848
14,14,50,10,0.5160799622535706,1.3647361993789673,0.5012999773025513,1.412458419799805,3.5055172,2.0880525
15,15,50,10,0.5171200037002563,1.3500920534133911,0.4958999752998352,1.4212218523025513,3.5049124,2.095817
16,16,50,10,0.5235199928283691,1.3386640548706057,0.505899965763092,1.4002721309661863,3.507956,2.0928257
17,17,50,10,0.5301600098609924,1.3242697715759275,0.499699980020523,1.4035218954086304,3.5096881,2.0939484
18,18,50,10,0.5328199863433838,1.3135687112808228,0.5121999979019165,1.3754562139511108,3.5114448,2.0990298
19,19,50,10,0.5405399799346924,1.298389196395874,0.4958999752998352,1.422858715057373,3.5149143,2.1016736
20,20,50,10,0.5417999625205994,1.2902894020080566,0.4935999810695648,1.420209288597107,3.5187275,2.103013
21,21,50,10,0.5447199940681458,1.2795753479003906,0.5117999911308289,1.3793524503707886,3.5208662,2.0997841
22,22,50,10,0.5496799945831299,1.2697774171829224,0.4799000024795532,1.463475227355957,3.5252278,2.1022513
23,23,50,10,0.5525599718093872,1.2606370449066162,0.5094000101089478,1.3790898323059082,3.528898,2.1056628
24,24,50,10,0.5560599565505981,1.2471846342086792,0.5080999732017517,1.4003745317459106,3.532923,2.1047626
25,25,50,10,0.5600000023841858,1.236667275428772,0.5001999735832214,1.4016772508621216,3.5380023,2.1063294
26,26,50,10,0.5618000030517578,1.2275177240371704,0.4988999962806701,1.447559833526611,3.5415652,2.107028
27,27,50,10,0.5643399953842163,1.2215877771377563,0.5080999732017517,1.3860859870910645,3.5464103,2.102423
28,28,50,10,0.5722799897193909,1.2101629972457886,0.4995999932289123,1.4113945960998535,3.5513294,2.1086333
29,29,50,10,0.5711199641227722,1.2046821117401123,0.5094000101089478,1.3904943466186523,3.556598,2.1053665
30,30,50,10,0.5769199728965759,1.1949787139892578,0.5130000114440918,1.3898338079452517,3.561253,2.1103082
31,31,50,10,0.5771399736404419,1.188102126121521,0.505299985408783,1.392509937286377,3.5667772,2.1054168
32,32,50,10,0.580839991569519,1.1799333095550537,0.5087000131607056,1.4117861986160278,3.5702448,2.1089702
33,33,50,10,0.5831199884414673,1.173229098320007,0.5209999680519104,1.354960560798645,3.5758991,2.1101594
34,34,50,10,0.5839399695396423,1.1654822826385498,0.5095999836921692,1.396190166473389,3.580254,2.1056542
35,35,50,10,0.5903800129890442,1.1579012870788574,0.5209000110626221,1.362096071243286,3.5845482,2.1104214
36,36,50,10,0.5910800099372864,1.153212308883667,0.527899980545044,1.3628305196762085,3.5887666,2.1124833
37,37,50,10,0.5940399765968323,1.1459814310073853,0.5184000134468079,1.3754639625549316,3.5938845,2.117658
38,38,50,10,0.5931199789047241,1.1401108503341677,0.5364999771118164,1.3330155611038208,3.5982509,2.114204
39,39,50,10,0.5970399975776672,1.1330550909042358,0.5084999799728394,1.3991541862487793,3.6021075,2.1151779
40,40,50,10,0.5992000102996826,1.1271134614944458,0.515500009059906,1.3842096328735352,3.60688,2.117706
41,41,50,10,0.6017400026321411,1.1205335855484009,0.5266000032424927,1.3501522541046145,3.6109004,2.1165807
42,42,50,10,0.6024599671363831,1.1149744987487793,0.5331999659538269,1.3420965671539309,3.6149168,2.1136909
43,43,50,10,0.6024999618530273,1.1128528118133545,0.5238999724388123,1.3660415410995483,3.6190405,2.1110973
44,44,50,10,0.6067000031471252,1.1028794050216677,0.5214999914169312,1.3809354305267334,3.6230965,2.112955
45,45,50,10,0.6081199645996094,1.100261092185974,0.5234000086784363,1.3659871816635132,3.6269193,2.1127603
46,46,50,10,0.6129199862480164,1.093577265739441,0.5218999981880188,1.3830573558807373,3.631451,2.1111393
47,47,50,10,0.6130799651145935,1.0870165824890137,0.5184000134468079,1.4059526920318604,3.6359577,2.1126304
48,48,50,10,0.6146199703216553,1.0810891389846802,0.5090999603271484,1.456709384918213,3.6387172,2.11421
49,49,50,10,0.615559995174408,1.0778416395187378,0.5264999866485596,1.36496102809906,3.6423066,2.1138844
0,0,50,5,0.2725799977779388,1.974185943603516,0.3114999830722809,1.8779888153076167,3.7015593,1.5471637
1,1,50,5,0.3464999794960022,1.8015079498291016,0.3385999798774719,1.7909300327301023,3.6227882,1.5428188
2,2,50,5,0.3716000020503998,1.7335630655288696,0.3779999911785126,1.71973979473114,3.5798423,1.5460666
3,3,50,5,0.3922799825668335,1.6870273351669312,0.4054999947547912,1.648529887199402,3.5485294,1.5443425
4,4,50,5,0.403899997472763,1.650052785873413,0.4086000025272369,1.636595606803894,3.5179555,1.5431783
5,5,50,5,0.4167200028896332,1.6147410869598389,0.4178999960422516,1.625044345855713,3.4962208,1.551743
6,6,50,5,0.4281399846076965,1.5881859064102173,0.4427999854087829,1.556909203529358,3.4816747,1.5559248
7,7,50,5,0.4341999888420105,1.5648751258850098,0.4328999817371368,1.588894009590149,3.470833,1.5583246
8,8,50,5,0.4435199797153473,1.5396264791488647,0.4457999765872955,1.5586529970169067,3.4594667,1.5630497
9,9,50,5,0.4513599872589111,1.5218751430511477,0.4152999818325043,1.6095623970031738,3.450861,1.5654591
10,10,50,5,0.4590799808502197,1.5033243894577026,0.4470999836921692,1.5403563976287842,3.4449377,1.5685201
11,11,50,5,0.46765998005867,1.4826483726501465,0.4478999972343445,1.5510270595550537,3.4395983,1.5686615
12,12,50,5,0.4720200002193451,1.4664849042892456,0.4438000023365021,1.549097776412964,3.4351556,1.5695217
13,13,50,5,0.4754799902439117,1.4534704685211182,0.466399997472763,1.5105761289596558,3.4306562,1.5718923
14,14,50,5,0.4847599864006042,1.4404523372650146,0.4556999802589416,1.5336612462997437,3.4280956,1.5729134
15,15,50,5,0.4858599901199341,1.429830551147461,0.4741999804973602,1.4653518199920654,3.4269054,1.573016
16,16,50,5,0.4903799891471863,1.4154139757156372,0.4587000012397766,1.514739751815796,3.4250457,1.5749612
17,17,50,5,0.4946399927139282,1.404010772705078,0.4620999991893768,1.532474160194397,3.4267557,1.5749022
18,18,50,5,0.4976199865341186,1.393244981765747,0.4685999751091003,1.4780548810958862,3.4272277,1.5773774
19,19,50,5,0.4981599748134613,1.3829950094223022,0.4857999980449676,1.4374504089355469,3.429519,1.5799067
20,20,50,5,0.5050599575042725,1.3717279434204102,0.4695999920368194,1.4780654907226562,3.4310808,1.5752885
21,21,50,5,0.50791996717453,1.364240646362305,0.4721999764442444,1.4885393381118774,3.4336288,1.5780472
22,22,50,5,0.5105800032615662,1.3525941371917725,0.4695999920368194,1.4843257665634155,3.4359214,1.5770406
23,23,50,5,0.5154399871826172,1.344832420349121,0.465499997138977,1.518745183944702,3.4383934,1.578116
24,24,50,5,0.5152999758720398,1.336362361907959,0.4714999794960022,1.4718674421310425,3.4418528,1.577325
25,25,50,5,0.5224999785423279,1.326111078262329,0.4641999900341034,1.5223902463912964,3.446092,1.5795552
26,26,50,5,0.5216999650001526,1.3194096088409424,0.4623999893665313,1.508128046989441,3.4498284,1.5797524
27,27,50,5,0.5252799987792969,1.3127602338790894,0.450899988412857,1.5910003185272217,3.4539669,1.5771896
28,28,50,5,0.5299599766731262,1.3029453754425049,0.4801999926567077,1.4596742391586304,3.4585176,1.5793256
29,29,50,5,0.5320199728012085,1.296213150024414,0.4693999886512756,1.4798531532287598,3.4619715,1.5802782
30,30,50,5,0.5315999984741211,1.2930712699890137,0.4684000015258789,1.508921504020691,3.466441,1.5794547
31,31,50,5,0.5364999771118164,1.2828196287155151,0.4869999885559082,1.4429553747177124,3.4709234,1.5788503
32,32,50,5,0.5371800065040588,1.2771689891815186,0.4857999980449676,1.4500168561935425,3.475048,1.5807738
33,33,50,5,0.5395199656486511,1.266964077949524,0.4940999746322632,1.418653130531311,3.4797142,1.581614
34,34,50,5,0.5416799783706665,1.262524962425232,0.4846999943256378,1.4627408981323242,3.4849489,1.5819235
35,35,50,5,0.5447199940681458,1.255812644958496,0.4790999889373779,1.4837400913238523,3.4892275,1.5797887
36,36,50,5,0.5462999939918518,1.2501354217529297,0.4790999889373779,1.460193395614624,3.4949043,1.581675
37,37,50,5,0.547540009021759,1.2431131601333618,0.496999979019165,1.4154942035675049,3.5003057,1.5803473
38,38,50,5,0.5513399839401245,1.2377080917358398,0.4895999729633331,1.4369535446166992,3.5046036,1.583026
39,39,50,5,0.554099977016449,1.231043577194214,0.4963999986648559,1.4137147665023804,3.5086162,1.5826935
40,40,50,5,0.5558800101280212,1.2244898080825806,0.4957000017166137,1.4379829168319702,3.5133798,1.5806782
41,41,50,5,0.5591999888420105,1.2173364162445068,0.5020999908447266,1.4136935472488403,3.5190175,1.5804968
42,42,50,5,0.5597400069236755,1.2115976810455322,0.4813999831676483,1.4607055187225342,3.5245175,1.5836599
43,43,50,5,0.5614599585533142,1.2086237668991089,0.507099986076355,1.4137128591537476,3.5292916,1.582574
44,44,50,5,0.5646799802780151,1.200891137123108,0.4836999773979187,1.4976154565811155,3.5340466,1.5812927
45,45,50,5,0.5660399794578552,1.1937309503555298,0.4861999750137329,1.4610356092453003,3.5389287,1.5800359
46,46,50,5,0.5658000111579895,1.192312240600586,0.4824000000953674,1.4729150533676147,3.5433486,1.580329
47,47,50,5,0.5720599889755249,1.1840426921844482,0.4961999952793121,1.4244146347045898,3.548377,1.5796281
48,48,50,5,0.5736799836158752,1.179421067237854,0.4945999979972839,1.468045711517334,3.5530343,1.5804403
49,49,50,5,0.5715000033378601,1.1756393909454346,0.4945999979972839,1.4474756717681885,3.5579016,1.5798919
