epoch,rank0,rank1,rank2,rank3,acc,loss,val_acc,val_loss,low_rank_0_eff_rank,low_rank_1_eff_rank,low_rank_2_eff_rank,low_rank_3_eff_rank
0,20,20,60,5,0.17367999255657196,2.113055944442749,0.18359999358654022,2.0554137229919434,2.9269757,2.795588,3.8533876,1.4696549
1,20,20,60,5,0.24817998707294464,1.9667472839355469,0.26339998841285706,1.9485522508621216,2.895123,2.7234955,3.6544788,1.5018307
2,20,20,60,5,0.296099990606308,1.8641835451126099,0.2872999906539917,1.912885308265686,2.8826277,2.7119179,3.5928915,1.503622
3,20,20,60,5,0.3316799998283386,1.805511474609375,0.33399999141693115,1.780503273010254,2.8777945,2.6852736,3.5056152,1.5205176
4,20,20,60,5,0.365119993686676,1.739061713218689,0.36419999599456787,1.7402796745300293,2.8728278,2.6868281,3.4364874,1.5382618
5,20,20,60,5,0.3829199969768524,1.691702961921692,0.3944000005722046,1.6527595520019531,2.871403,2.6808577,3.378999,1.5439409
6,20,20,60,5,0.3973599970340729,1.65261709690094,0.4077000021934509,1.6625111103057861,2.8744943,2.6888382,3.3311982,1.5378106
7,20,20,60,5,0.41395998001098633,1.6133321523666382,0.4108999967575073,1.6336737871170044,2.8747761,2.6850529,3.2884955,1.5383906
8,20,20,60,5,0.4253399968147278,1.5819257497787476,0.41849997639656067,1.6202185153961182,2.875233,2.6941366,3.2620485,1.5461818
9,20,20,60,5,0.43845999240875244,1.554857611656189,0.4497999846935272,1.524142861366272,2.8749995,2.6934075,3.219278,1.5462623
10,20,20,60,5,0.4447599947452545,1.531605839729309,0.4416999816894531,1.5525399446487427,2.8770278,2.7014987,3.2023563,1.5496877
11,20,20,60,5,0.4550800025463104,1.51209557056427,0.45239999890327454,1.5499367713928223,2.8781002,2.7079504,3.1880925,1.552842
12,20,20,60,5,0.4641999900341034,1.4917550086975098,0.4211999773979187,1.5984660387039185,2.8800895,2.7087827,3.1697104,1.5478605
13,20,20,60,5,0.4684000015258789,1.4768462181091309,0.44509997963905334,1.5383576154708862,2.8814719,2.7150264,3.1645975,1.5564098
14,20,20,60,5,0.47275999188423157,1.4620665311813354,0.45080000162124634,1.533673882484436,2.8846614,2.7173603,3.146983,1.5567927
15,20,20,60,5,0.47609999775886536,1.4485338926315308,0.4535999894142151,1.5107609033584595,2.8858626,2.7250323,3.1474402,1.557118
16,20,20,60,5,0.4827599823474884,1.4327175617218018,0.45989999175071716,1.5034427642822266,2.887555,2.7280567,3.1367128,1.5599368
17,20,20,60,5,0.4878599941730499,1.4219334125518799,0.4244000017642975,1.6099367141723633,2.888623,2.7337124,3.1299584,1.5573175
18,20,20,60,5,0.49480000138282776,1.410520076751709,0.4583999812602997,1.533170223236084,2.891528,2.7385585,3.1374214,1.5642881
19,20,20,60,5,0.49601998925209045,1.3988699913024902,0.47099998593330383,1.493069052696228,2.8936737,2.7422614,3.1390734,1.5658865
20,20,20,60,5,0.5013599991798401,1.3884049654006958,0.49239999055862427,1.4353148937225342,2.8948972,2.7490413,3.1353858,1.5628251
21,20,20,60,5,0.5041999816894531,1.3796305656433105,0.4797999858856201,1.4649989604949951,2.897434,2.752958,3.13374,1.5645437
22,20,20,60,5,0.5086399912834167,1.3707081079483032,0.4899999797344208,1.4435335397720337,2.8994591,2.7585552,3.134481,1.5644424
23,20,20,60,5,0.5119199752807617,1.3604313135147095,0.47029998898506165,1.4924163818359375,2.9016783,2.7655776,3.1400826,1.5634365
24,20,20,60,5,0.5139200091362,1.3526313304901123,0.487199991941452,1.4459099769592285,2.9037046,2.769493,3.1450846,1.5624857
25,20,20,60,5,0.5189999938011169,1.3404191732406616,0.47759997844696045,1.482087254524231,2.9055836,2.7747095,3.1443226,1.5659956
26,20,20,60,5,0.5209999680519104,1.3348888158798218,0.48959997296333313,1.4532732963562012,2.9079587,2.7791736,3.1475031,1.5644433
27,20,20,60,5,0.5265399813652039,1.3233463764190674,0.4729999899864197,1.532224178314209,2.9095073,2.7850344,3.1558974,1.5659741
28,20,20,60,5,0.5273199677467346,1.3195477724075317,0.48319998383522034,1.4707609415054321,2.9109693,2.7893605,3.1614175,1.5657709
29,20,20,60,5,0.5270999670028687,1.31315279006958,0.4729999899864197,1.4836379289627075,2.9128602,2.7940767,3.166731,1.5652834
