epoch,rank0,rank1,rank2,rank3,acc,loss,val_acc,val_loss,low_rank_0_eff_rank,low_rank_1_eff_rank,low_rank_2_eff_rank,low_rank_3_eff_rank
0,80,40,200,5,0.2128800004720688,2.083165168762207,0.289900004863739,1.9119876623153687,4.2484655,3.5493379,4.7148466,1.5738243
1,80,40,200,5,0.3054199814796448,1.8914456367492676,0.35029998421669006,1.7868916988372803,4.170959,3.5103633,4.6080327,1.5737935
2,80,40,200,5,0.3525199890136719,1.788991928100586,0.3682999908924103,1.7334997653961182,4.114611,3.473292,4.528353,1.5694413
3,80,40,200,5,0.38005998730659485,1.7139462232589722,0.41019999980926514,1.6428173780441284,4.062861,3.4454818,4.470204,1.5670104
4,80,40,200,5,0.403579980134964,1.6570351123809814,0.43699997663497925,1.5893876552581787,4.0146008,3.4275594,4.4137206,1.5569333
5,80,40,200,5,0.41881999373435974,1.6158127784729004,0.412200003862381,1.6259480714797974,3.972814,3.4073095,4.3608093,1.55999
6,80,40,200,5,0.43375998735427856,1.5839909315109253,0.44099998474121094,1.5890991687774658,3.9364316,3.3933177,4.3172274,1.5566719
7,80,40,200,5,0.44387999176979065,1.5531623363494873,0.4421999752521515,1.576272964477539,3.9075553,3.3797495,4.2722297,1.5630674
8,80,40,200,5,0.4529399871826172,1.5269414186477661,0.45649999380111694,1.518408179283142,3.8808398,3.3714166,4.2363353,1.556669
9,80,40,200,5,0.4627799987792969,1.5015169382095337,0.4667999744415283,1.5053014755249023,3.8577137,3.3673084,4.202612,1.5565774
10,80,40,200,5,0.4714599847793579,1.4777851104736328,0.4583999812602997,1.539060354232788,3.8375678,3.3622708,4.1687846,1.5588013
11,80,40,200,5,0.47581997513771057,1.462407112121582,0.4244000017642975,1.6194642782211304,3.8198779,3.3593352,4.148541,1.5572935
12,80,40,200,5,0.4850599765777588,1.4399813413619995,0.46140000224113464,1.514955997467041,3.8050053,3.3574722,4.1173005,1.5685278
13,80,40,200,5,0.48819997906684875,1.424114465713501,0.45619997382164,1.5564579963684082,3.7924812,3.3600793,4.094979,1.5702646
14,80,40,200,5,0.4973199963569641,1.4064702987670898,0.4422999918460846,1.5955020189285278,3.7821124,3.3615422,4.0841746,1.5628927
15,80,40,200,5,0.5030999779701233,1.3870680332183838,0.46140000224113464,1.5465672016143799,3.7738395,3.3657093,4.0610175,1.5609571
16,80,40,200,5,0.5100600123405457,1.3724881410598755,0.4700999855995178,1.4986752271652222,3.7682211,3.3708038,4.049446,1.5637717
17,80,40,200,5,0.5133000016212463,1.358096957206726,0.4828999936580658,1.5116523504257202,3.763667,3.37451,4.033331,1.5614011
18,80,40,200,5,0.5217199921607971,1.3401484489440918,0.4941999912261963,1.4243266582489014,3.7604597,3.378619,4.024262,1.5627664
19,80,40,200,5,0.5265399813652039,1.3225104808807373,0.4787999987602234,1.4877747297286987,3.7576764,3.381677,4.0107403,1.5651816
20,80,40,200,5,0.5314199924468994,1.3110671043395996,0.48169997334480286,1.489479899406433,3.7563074,3.3827305,3.9950151,1.5682952
21,80,40,200,5,0.5342999696731567,1.295186996459961,0.49069997668266296,1.4536975622177124,3.7555041,3.3884258,3.9913578,1.5639338
22,80,40,200,5,0.5417599678039551,1.28109610080719,0.48729997873306274,1.4562870264053345,3.7536767,3.3941677,3.9852273,1.5611501
23,80,40,200,5,0.5462599992752075,1.2702668905258179,0.4772000014781952,1.4880098104476929,3.753301,3.3993332,3.9853427,1.559509
24,80,40,200,5,0.550599992275238,1.2577848434448242,0.4952999949455261,1.4423779249191284,3.7530606,3.4027896,3.9797328,1.5612321
25,80,40,200,5,0.5539399981498718,1.2437139749526978,0.4781000018119812,1.55587637424469,3.7522266,3.4082367,3.9768903,1.5573976
26,80,40,200,5,0.5589599609375,1.2279682159423828,0.48659998178482056,1.5126867294311523,3.752354,3.4120448,3.971047,1.5553133
27,80,40,200,5,0.5623399615287781,1.222670316696167,0.4810999929904938,1.5079642534255981,3.7534559,3.4172404,3.9702,1.5562656
28,80,40,200,5,0.5667799711227417,1.2055442333221436,0.5005999803543091,1.454400658607483,3.7546031,3.4205906,3.9680967,1.5596653
29,80,40,200,5,0.5713799595832825,1.195632815361023,0.5023999810218811,1.4312912225723267,3.7563162,3.425007,3.9681077,1.5518429
