epoch,rank0,rank1,rank2,rank3,acc,loss,val_acc,val_loss,low_rank_0_eff_rank,low_rank_1_eff_rank,low_rank_2_eff_rank,low_rank_3_eff_rank
0,80,40,60,5,0.20673999190330505,2.08535099029541,0.23879998922348022,1.9813263416290283,4.2144403,3.4783669,3.8744802,1.5285211
1,80,40,60,5,0.3071199953556061,1.8940829038619995,0.3337000012397766,1.8300868272781372,4.1354375,3.4216585,3.8037155,1.5512488
2,80,40,60,5,0.34251999855041504,1.8030250072479248,0.35670000314712524,1.7657370567321777,4.073011,3.3962584,3.7705734,1.546539
3,80,40,60,5,0.3717799782752991,1.7372515201568604,0.357699990272522,1.7782173156738281,4.0198665,3.363739,3.7178872,1.5419018
4,80,40,60,5,0.3953399956226349,1.6772760152816772,0.3955000042915344,1.6811643838882446,3.970735,3.3407488,3.6827288,1.5439667
5,80,40,60,5,0.4115400016307831,1.6325701475143433,0.3677999973297119,1.799437403678894,3.9257097,3.3248944,3.654432,1.5381778
6,80,40,60,5,0.4250600039958954,1.5978820323944092,0.4186999797821045,1.6342918872833252,3.8883014,3.3136034,3.6267698,1.5461826
7,80,40,60,5,0.4362199902534485,1.5650335550308228,0.39389997720718384,1.7087290287017822,3.8581994,3.303822,3.613706,1.5418496
8,80,40,60,5,0.4491799771785736,1.5382112264633179,0.3782999813556671,1.8268816471099854,3.8343227,3.2979422,3.5997884,1.5501493
9,80,40,60,5,0.45619997382164,1.5125938653945923,0.4526999890804291,1.5445386171340942,3.8118742,3.2904882,3.5752826,1.5487919
10,80,40,60,5,0.46341997385025024,1.4932221174240112,0.46639999747276306,1.5302205085754395,3.7946289,3.286693,3.563123,1.5472382
11,80,40,60,5,0.47203999757766724,1.4722771644592285,0.45009997487068176,1.545059323310852,3.7815444,3.2835,3.5492191,1.541205
12,80,40,60,5,0.47749999165534973,1.4529180526733398,0.4602999985218048,1.5147178173065186,3.7672527,3.2812772,3.5372024,1.5494788
13,80,40,60,5,0.48829999566078186,1.4294885396957397,0.4684999883174896,1.5141410827636719,3.7586415,3.2799845,3.5208406,1.5455767
14,80,40,60,5,0.49275997281074524,1.4170269966125488,0.4519999921321869,1.5312553644180298,3.7501142,3.2837846,3.51578,1.5463289
15,80,40,60,5,0.4998199939727783,1.400344967842102,0.45329999923706055,1.5793695449829102,3.7446506,3.2830188,3.5109167,1.5505888
16,80,40,60,5,0.5047599673271179,1.382477045059204,0.47839999198913574,1.4742194414138794,3.7374501,3.2845902,3.5007625,1.5466557
17,80,40,60,5,0.5082200169563293,1.3651936054229736,0.4373999834060669,1.5960742235183716,3.7354336,3.288816,3.4927375,1.556007
18,80,40,60,5,0.51528000831604,1.3471499681472778,0.4893999993801117,1.450995922088623,3.7300797,3.293271,3.4865272,1.5580612
19,80,40,60,5,0.5223999619483948,1.3344089984893799,0.4811999797821045,1.4539482593536377,3.7290294,3.3013437,3.47655,1.5534673
20,80,40,60,5,0.526960015296936,1.319096326828003,0.47360000014305115,1.4902762174606323,3.7280104,3.3077922,3.4721327,1.5522127
21,80,40,60,5,0.5334399938583374,1.3013256788253784,0.46799999475479126,1.5320852994918823,3.7259972,3.3133922,3.4660625,1.5607729
22,80,40,60,5,0.5342599749565125,1.2892959117889404,0.5002999901771545,1.4270565509796143,3.7244742,3.317576,3.469934,1.5569494
23,80,40,60,5,0.5399599671363831,1.2769629955291748,0.487199991941452,1.4547675848007202,3.7242808,3.3258765,3.4663825,1.5573077
24,80,40,60,5,0.5456399917602539,1.2654626369476318,0.4926999807357788,1.425133228302002,3.7231336,3.330628,3.459941,1.559695
25,80,40,60,5,0.5466799736022949,1.2521977424621582,0.48489999771118164,1.5154597759246826,3.7248633,3.3372784,3.4566836,1.5613793
26,80,40,60,5,0.554419994354248,1.2401365041732788,0.5192999839782715,1.400557518005371,3.7262566,3.3436158,3.4545493,1.5586908
27,80,40,60,5,0.5575999617576599,1.2238693237304688,0.5137999653816223,1.4001225233078003,3.7268796,3.3495173,3.4562206,1.5641692
28,80,40,60,5,0.5621600151062012,1.2163840532302856,0.5080000162124634,1.382988691329956,3.730323,3.3557484,3.460947,1.5603666
29,80,40,60,5,0.5673399567604065,1.2031996250152588,0.4894999861717224,1.4751713275909424,3.7304804,3.3629072,3.4600003,1.5661485
