epoch,rank0,rank1,rank2,rank3,acc,loss,val_acc,val_loss,low_rank_0_eff_rank,low_rank_1_eff_rank,low_rank_2_eff_rank,low_rank_3_eff_rank
0,60,80,120,10,0.2287599891424179,2.0668230056762695,0.32409998774528503,1.8651539087295532,3.9865432,4.1458316,4.4644456,2.0465484
1,60,80,120,10,0.31384000182151794,1.8779035806655884,0.34529998898506165,1.8242089748382568,3.9290247,4.08748,4.3976984,2.0609884
2,60,80,120,10,0.35395997762680054,1.788172721862793,0.38830000162124634,1.7030552625656128,3.8835068,4.034881,4.3441424,2.0747318
3,60,80,120,10,0.38176000118255615,1.7161459922790527,0.37860000133514404,1.7403948307037354,3.8441544,3.986525,4.290211,2.0905373
4,60,80,120,10,0.4038199782371521,1.6582201719284058,0.40379998087882996,1.6462360620498657,3.8089855,3.9432828,4.2481966,2.0913472
5,60,80,120,10,0.42093998193740845,1.6031688451766968,0.3716000020503998,1.7761787176132202,3.7744555,3.9080498,4.1986413,2.0977693
6,60,80,120,10,0.43748000264167786,1.5626842975616455,0.4478999972343445,1.553171992301941,3.7493427,3.8856235,4.172066,2.1064727
7,60,80,120,10,0.4508199989795685,1.5303922891616821,0.4603999853134155,1.5157091617584229,3.7243361,3.860502,4.142262,2.1038802
8,60,80,120,10,0.4604799747467041,1.5010008811950684,0.4648999869823456,1.5161302089691162,3.7018487,3.8424156,4.1135397,2.1046934
9,60,80,120,10,0.47171998023986816,1.471297025680542,0.4576999843120575,1.5120490789413452,3.6847768,3.8261428,4.086233,2.0991032
10,60,80,120,10,0.48113998770713806,1.4478615522384644,0.4649999737739563,1.5047032833099365,3.6693983,3.8170757,4.069216,2.105772
11,60,80,120,10,0.48927998542785645,1.4217392206192017,0.4697999954223633,1.511163592338562,3.655808,3.8075557,4.0417385,2.1183314
12,60,80,120,10,0.4984399974346161,1.40238618850708,0.4733999967575073,1.5055750608444214,3.646266,3.8030589,4.0249963,2.1186981
13,60,80,120,10,0.5022799968719482,1.3858165740966797,0.43939998745918274,1.615554690361023,3.6390038,3.8005676,4.0123158,2.129148
14,60,80,120,10,0.5079399943351746,1.3650699853897095,0.49229997396469116,1.4518989324569702,3.6317048,3.801801,4.000908,2.1273637
15,60,80,120,10,0.5153999924659729,1.3504648208618164,0.4567999839782715,1.5103343725204468,3.625123,3.802917,3.988584,2.1356487
16,60,80,120,10,0.5238199830055237,1.3280415534973145,0.4770999848842621,1.4544342756271362,3.6209197,3.8041697,3.979989,2.1417706
17,60,80,120,10,0.527899980545044,1.3144994974136353,0.4526999890804291,1.563030481338501,3.617924,3.8074074,3.9733348,2.1432855
18,60,80,120,10,0.536799967288971,1.2965322732925415,0.5081999897956848,1.3982789516448975,3.615299,3.8105426,3.9710727,2.1496024
19,60,80,120,10,0.5389999747276306,1.2806735038757324,0.48179998993873596,1.4553762674331665,3.6129017,3.8188248,3.9662395,2.1579902
20,60,80,120,10,0.5444999933242798,1.2666305303573608,0.49570000171661377,1.4570176601409912,3.6115851,3.8251462,3.9621053,2.1547413
21,60,80,120,10,0.551580011844635,1.2464913129806519,0.5037999749183655,1.4291365146636963,3.6103458,3.830688,3.960638,2.1561873
22,60,80,120,10,0.5582799911499023,1.2329823970794678,0.4903999865055084,1.4551132917404175,3.6094012,3.835702,3.9625611,2.159481
23,60,80,120,10,0.5583199858665466,1.2233492136001587,0.5023999810218811,1.4471279382705688,3.6085217,3.841361,3.9639406,2.1565418
24,60,80,120,10,0.5675199627876282,1.2049455642700195,0.5047999620437622,1.4388185739517212,3.6102445,3.847362,3.96244,2.1594472
25,60,80,120,10,0.5720999836921692,1.1929012537002563,0.5083999633789062,1.460949182510376,3.6100094,3.8545725,3.9663987,2.1628184
26,60,80,120,10,0.5752800107002258,1.1800694465637207,0.5045999884605408,1.43975830078125,3.6117437,3.8592002,3.9714322,2.1634655
27,60,80,120,10,0.5810199975967407,1.1606714725494385,0.5242999792098999,1.3790403604507446,3.6115394,3.8653646,3.9749553,2.1593013
28,60,80,120,10,0.5863199830055237,1.1480432748794556,0.5134999752044678,1.435206651687622,3.6129923,3.8720775,3.9753156,2.1632674
29,60,80,120,10,0.5889999866485596,1.1346124410629272,0.5072000026702881,1.4188940525054932,3.6154244,3.8795059,3.979663,2.161034
