epoch,loss,acc,layer_0,layer_1,layer_2,layer_3,val_loss,val_acc
0,2.06248,0.17318,85.77120726833463,89.53375304401142,89.63506754827931,74.58979350268731,2.075629,0.1824
1,2.0312316,0.1881,85.34652480184502,89.47028745986309,89.74985263403777,73.61023620146659,2.0387554,0.1897
2,2.270925,0.21546,85.7988350373075,87.57146310384162,89.09011656660773,77.75753275721458,2.0148575,0.2495
3,1.7945182,0.26926,86.57323691527132,87.74374427865622,88.77996241752989,73.06213813301898,1.8676945,0.287
4,1.7386223,0.29782,67.34667491956806,74.24680329889918,80.72472428701232,,1.8782393,0.2841
5,1.8569599,0.3177,80.71329585484946,87.0380298419318,88.82270570053055,61.019797590434514,1.7785211,0.3281
6,1.7785476,0.34106,82.22959423719135,86.13414570163103,88.35633924233055,59.13097847499582,1.7535578,0.3471
7,1.6728458,0.3612,63.620989399042315,81.96003795318292,87.47917646644002,55.84339139184018,1.7241777,0.3598
8,1.6397518,0.37224,78.75668670913049,85.68807969154346,88.68296635919603,60.73159231367786,1.6762193,0.3877
9,1.7452209,0.3856,80.80322999753474,82.90747273030495,88.2668053199556,58.889275969614005,1.6583894,0.3922
10,1.4755561,0.39592,78.51003424795597,85.72904478026584,89.00969997569801,80.36650594151558,1.6412069,0.3959
11,1.4819037,0.40564,80.97610689673161,85.97382146538432,88.79001320266235,58.71651427605125,1.6052079,0.4186
12,1.6733558,0.41258,74.55422645202272,84.27461437798873,88.61097911174966,62.154444931706095,1.5956675,0.4224
13,1.424288,0.4174,41.52564406520731,78.33698823522063,87.67457147710742,36.290931057657666,1.6669453,0.3977
14,1.6507263,0.42436,64.60281344868159,76.30749939295387,85.68779658553031,,1.6289263,0.4085
15,1.4769565,0.4284,80.78423483840781,82.86033821800523,88.44023824445388,49.10177413834968,1.559658,0.4419
16,1.4920504,0.43414,63.49520991890596,76.66402107508858,86.56768424631665,56.69933042354213,1.5817636,0.4269
17,1.6172196,0.43826,80.83978622988107,78.56875953010834,87.74026496588405,59.19514061291255,1.5873662,0.425
18,1.337653,0.44018,83.92321575194242,81.24555537220039,88.14303911206954,70.7548901738853,1.5353879,0.4464
19,1.3283938,0.44436,,62.353928923566684,82.33489161632289,,1.5837992,0.4298
20,1.4152569,0.44876,74.585371653246,78.32796606433624,87.03049957920702,32.83828041126201,1.5734651,0.4349
21,1.6673924,0.44846,71.39487289170984,74.04365668510276,86.55255003597325,41.85110301172801,1.5728837,0.4337
22,1.5455694,0.44962,75.53744200066376,71.70050786386182,85.63583027796388,27.50395993864473,1.5691508,0.4404
23,1.5299255,0.45598,75.8374076351906,74.86325502721058,86.89088654514916,60.19793884786563,1.5756558,0.4294
24,1.5099938,0.45636,33.48474276282049,66.93213160849061,84.56144604292615,32.07061092630972,1.5349956,0.4451
25,1.5013576,0.45978,76.11830227367248,81.59644846826363,88.29892821016294,62.9509760714051,1.5302173,0.4519
26,1.612464,0.46072,,70.59588500954347,85.79505918062569,17.83286107869201,1.6029005,0.4209
27,1.7228525,0.46198,71.07190531944424,77.50445396145022,87.64783111172521,69.35460107789403,1.5736974,0.4365
28,1.6364189,0.46476,75.46529951325125,80.64904363611568,87.11141424573972,33.92744797138133,1.5385002,0.4436
29,1.5313437,0.46584,78.59011871661292,74.04967135739925,86.82755458995503,43.09401084877912,1.5261396,0.455
30,1.5806957,0.46828,67.92277981138906,71.49870827452906,85.6863205274729,58.12183785250303,1.5248421,0.4538
31,1.515871,0.47124,75.99472058661581,71.58433310181536,85.49574290575882,55.03526219412172,1.5457412,0.4493
32,1.3715041,0.4726,,61.569688960982646,82.41576267027146,,1.5925344,0.438
33,1.3035953,0.47192,81.13150732569335,81.9650354366334,88.43215790946472,60.49108414759334,1.5009959,0.4609
34,1.4367313,0.4724,73.86649219308617,71.70762741365047,86.32670935992827,49.94094656284343,1.5178691,0.4532
35,1.3748531,0.47552,73.67290621722543,79.77155594210038,87.64470195683145,57.09862356234868,1.5236764,0.4632
36,1.6532758,0.47582,67.94693342034354,69.52966802569236,85.93593571394892,34.988078808425634,1.5578535,0.4455
37,1.4084804,0.47886,54.58330804512501,71.6321454824811,86.05205033077841,,1.5354255,0.4535
38,1.4589021,0.47846,51.03345336135217,70.76507398843623,84.46830572231795,,1.5330759,0.4538
39,1.4553388,0.47784,76.21670664931062,68.41643844460349,85.58345165514915,,1.5123035,0.46
40,1.4327378,0.47912,50.310402192066796,72.78773956445472,85.92939594463196,55.46843991158303,1.5353687,0.4516
41,1.3962395,0.48202,73.79441050831014,77.07645875458964,87.42157483285024,34.617963945956085,1.5260578,0.4601
42,1.2346535,0.47992,75.95151541546879,64.19977686289523,84.00195778568076,,1.5528781,0.4475
43,1.4046059,0.48266,68.42399733575407,74.93327299315878,86.53595730135976,14.656913340727392,1.5414217,0.4548
44,1.3816993,0.48392,70.94700579267317,72.22984934916647,84.99066023147458,16.856364448441553,1.5457436,0.4495
45,1.3226169,0.48508,81.99600537241989,69.3161282067171,85.7181660457139,58.23413440719788,1.5451602,0.4518
46,1.3603184,0.48638,80.49723195126231,76.70991711460715,86.85179820703662,42.249319349745164,1.5200528,0.4599
47,1.4921602,0.4891,81.13561740102715,82.53535103045321,88.05136996137297,56.76224059005507,1.4900738,0.4713
48,1.5662925,0.48844,76.43342496763188,75.13520438642209,86.09246951843099,,1.5267713,0.4616
49,1.5493736,0.48654,70.36034353950998,74.19718701225474,85.99154030093999,49.07593113082357,1.5446486,0.4543
50,1.2980206,0.48938,67.0365253768651,72.73698441108819,86.0161497949784,53.5172553374184,1.5712999,0.4399
51,1.5340273,0.49082,75.546045107867,77.05199012099594,87.38223780780824,42.0463710347531,1.5164529,0.4579
52,1.2947943,0.48898,64.59707830731033,61.784460312293135,84.7989640979641,28.07290544396622,1.527235,0.4605
53,1.5620226,0.49184,8.285022705641719,59.12795707202889,82.61639364632408,,1.5591077,0.4446
54,1.2950981,0.48986,84.10513581067502,76.03461093877888,87.28305427330059,37.317225482217,1.5110004,0.463
55,1.3735069,0.49268,74.9932121554464,71.329781888961,86.34293132587852,35.779960037762294,1.5583582,0.4545
56,1.6628094,0.4931,57.28573921925383,,76.80081232352315,,1.583559,0.4465
57,1.3608032,0.49278,65.03181737693062,73.6173723147599,86.30729455702217,68.37965083000798,1.5516179,0.4567
58,1.3211845,0.49586,75.47818856073182,80.23035602353949,87.87398319946823,,1.5490094,0.4569
59,1.39658,0.49544,70.40134814241766,69.30003318912463,85.65603684937302,18.759862236211788,1.5766113,0.4424
60,1.6726081,0.49344,78.31094786249437,71.85190792404106,85.14330198860065,30.46593863421157,1.5206666,0.4626
61,1.2554321,0.49468,73.70074606717337,80.00743248872308,87.82239954625555,71.7468558462341,1.5430872,0.4543
62,1.2511718,0.4965,80.15357782728985,76.61954002988347,87.12784271941385,55.86015808349661,1.5271101,0.4639
63,1.5171318,0.49546,80.10327969156651,79.76255299483954,87.90227568253611,62.71607430479691,1.5021541,0.47
64,1.5894672,0.49626,77.71629765670629,71.11813011680609,86.0980299407923,,1.5437006,0.4564
65,1.361844,0.49802,68.74415261729723,72.44887527978067,84.89624089231452,53.07099002309681,1.5444002,0.4552
66,1.3516716,0.49652,78.73687778495993,75.35564418258387,86.89909945041144,65.64580179071407,1.5250274,0.4602
67,1.3282373,0.50086,69.61647591267607,64.97611920706007,85.670340612152,30.788954491002645,1.5251538,0.4665
68,1.3640001,0.49948,63.5047504619534,67.08558040539364,85.32425111801987,46.51274355503085,1.554667,0.4503
69,1.233222,0.50134,71.94265137017513,78.34936461723979,86.52949012313192,22.745071137821324,1.5321114,0.4605
70,1.3440962,0.5017,64.84468591307446,63.57030584540664,82.16130607282557,,1.5698973,0.4505
71,1.4714564,0.50376,63.48380030365488,54.88224344036967,83.15293131168336,,1.5752841,0.4476
72,1.3439634,0.50392,71.72758697155113,74.40309193295167,85.95793195831374,64.94387801039551,1.543913,0.4576
73,1.3041297,0.50218,15.58060786350097,63.940147183104585,85.05435822394914,24.61187754599033,1.5490123,0.4564
74,1.4292827,0.5028,75.14604408575762,71.3948726946775,85.09231144177407,35.773598696223104,1.5311613,0.4617
75,1.3520504,0.50466,63.26102277637937,75.2179462932118,87.05347015490365,59.824049649886874,1.518648,0.4701
76,1.0828892,0.50472,,,63.52152542686634,,1.5991424,0.4459
77,1.3799442,0.50484,64.36305509809719,73.74110754419988,86.04533896482118,43.218515406863595,1.5143052,0.4686
78,1.0994272,0.50698,78.09960695582325,68.28157064516313,85.96197563952876,55.26766243806649,1.5603428,0.4543
79,1.4065367,0.50608,51.97276478939664,34.40673976266519,74.36012403328449,,1.6659153,0.4339
80,1.2461313,0.50512,32.545735591066006,49.49982839315401,79.51801355169243,,1.5915604,0.4512
81,1.4437234,0.50596,75.2656644882749,73.09271032942392,86.04064992880159,69.18375344304106,1.540643,0.4634
82,1.5459131,0.50778,58.1790277271482,56.678827168049814,77.13405062763547,,1.6039723,0.4402
83,1.1744764,0.50768,60.165257528708395,72.84015763287084,85.65317279144158,58.94011563931519,1.5458364,0.4548
84,1.316552,0.5103,79.69605820806521,75.2228483868517,85.69220634767342,55.473573971602924,1.54849,0.4558
85,1.324428,0.5082,76.45804050745727,76.29323860262899,86.7194347217958,58.196278851042756,1.5549519,0.4518
86,1.4745429,0.50726,68.56734781382721,74.2916100027588,84.08057870324213,55.26595657542005,1.5635301,0.458
87,1.354228,0.50922,77.86168319805282,72.64379081004405,85.55278912428979,52.79242894615809,1.5336738,0.4629
88,1.3780339,0.51024,78.21677032865051,64.21288746855842,83.21937251081361,,1.5497254,0.4597
89,1.3627409,0.51178,49.63571248053674,46.035490262848846,76.38022246662223,,1.5655525,0.4538
90,1.3759989,0.51052,80.84870586487017,71.29908411842638,85.16898761331012,47.53058239566608,1.563635,0.4536
91,1.369774,0.51124,69.57397516680119,75.01240862693754,85.63016201349018,15.342833591224032,1.5412103,0.4584
92,1.3005769,0.51132,65.1106728691774,70.65495589369011,83.53070643166353,,1.5663741,0.4545
93,1.172199,0.51098,80.33823510199203,70.33292126667146,86.28116150389069,37.56632462418429,1.5335765,0.4645
94,1.2234709,0.5129,72.23352206945489,66.01182037802549,84.92352881883579,54.050257268636344,1.560035,0.4627
95,1.4194176,0.51284,21.77516691462325,55.7762121654492,80.95264399223989,,1.5850315,0.4498
96,1.3385252,0.51278,78.93142412607676,78.75743477113087,86.33229628275416,44.599194077131095,1.5599966,0.4588
97,1.3611978,0.5146,63.084544024387604,53.4332490429443,80.9638619982408,37.66350688336378,1.5721056,0.4561
98,1.5420793,0.5139,63.34465628624979,67.16141502095584,84.17522292721026,38.28683870301578,1.5473782,0.4581
