epoch,loss,acc,layer_0,layer_1,layer_2,layer_3,val_loss,val_acc
39,1.2842319,0.55434,26.324663258531874,48.74351359677498,87.35030743454315,,1.4774641,0.4916
40,1.0588318,0.55638,52.089865609325244,51.69918465511017,87.42206432861902,,1.4622947,0.4943
41,1.3695424,0.56044,58.43636972207252,28.6833738166538,86.33628434890015,,1.5046331,0.4839
42,0.9703986,0.56256,64.67036348564848,37.74141068695231,86.82776891546635,,1.5113409,0.4932
43,1.250351,0.56098,,21.067494394656173,84.74587547115055,,1.5376158,0.4941
44,0.89303124,0.5648,,38.96879950699485,86.984363464585,,1.5133781,0.4947
45,1.5237815,0.56806,46.156290323833936,57.130105218771675,87.57601563389831,,1.5046846,0.4891
46,1.1333721,0.56776,,18.205166718480648,85.84592627468604,,1.5039886,0.4957
47,1.1518114,0.56892,,,84.08758437695523,,1.5548075,0.4752
48,0.93004286,0.57284,68.64546767479501,56.405368853292096,87.48014975934767,,1.4686476,0.4986
49,1.2036556,0.574,51.824790257218936,30.56826359747684,85.25337904464413,,1.5355978,0.4845
50,0.9747451,0.57486,58.354232347145086,19.10303345590413,86.11478285822885,,1.5337182,0.4969
51,1.0061094,0.57912,39.09242423639782,43.51507716727055,86.46129430953269,,1.5612488,0.4868
52,1.2163835,0.58128,57.04045992947639,,83.15456193372418,,1.5372218,0.4892
53,1.0312002,0.57982,51.545624210028805,53.68181010772404,86.91995934677288,,1.483712,0.4981
54,1.1729544,0.58138,19.254602749154174,,84.95562277964545,,1.5688264,0.4727
55,1.1631749,0.58668,,,78.32793967262059,,1.5964154,0.476
56,1.1264079,0.58672,53.65222919836204,42.04919908121594,87.07342765991051,54.910035742781176,1.5018317,0.4949
57,0.84822255,0.5869,42.43156286070471,37.83675799540851,86.0970532796613,,1.5147684,0.4967
58,1.0552604,0.58606,,,81.5153662236588,,1.564194,0.4867
59,1.2276375,0.59114,,,73.42808320675144,,1.6519136,0.4645
60,1.1507944,0.5908,60.93682103626602,46.028715863795355,86.24281320669066,29.811276598035096,1.5453997,0.4882
61,0.9425257,0.59334,56.341963697510735,,83.96242258228197,,1.5005234,0.5011
62,1.0611137,0.59568,63.29661712766063,33.04735697033579,84.3590268213258,,1.5463368,0.4883
63,0.8470615,0.59498,67.69754710278329,56.86158855731939,86.3623474259399,,1.520864,0.4965
64,0.97658366,0.5976,48.933978295177866,,75.05268957744427,,1.6058644,0.4894
65,1.2847662,0.59788,,,78.16770473095676,,1.6706445,0.4805
66,1.0090015,0.60044,37.402981394159525,,79.87777317674502,,1.568513,0.489
67,1.0572369,0.60298,21.58332646452544,,79.23963108879354,,1.6362518,0.4781
68,1.031081,0.60342,5.658090613172972,,80.84995633115028,,1.6041279,0.4913
69,0.99448127,0.60334,31.827748723885954,,80.69954686311037,,1.6165723,0.4878
70,0.9859459,0.60528,,,77.54261568294905,,1.6080738,0.4998
71,1.0560515,0.60964,,,78.88290119064646,,1.6677328,0.4726
72,1.1060021,0.60932,36.83970152908166,,76.6024530059477,,1.5880109,0.4986
73,0.9189192,0.61354,34.76731323467412,,78.43667820856922,,1.6354568,0.4893
74,1.094754,0.61622,41.411810505534305,,81.59372586592413,5.066990873877266,1.5868266,0.4975
75,1.2177558,0.61578,,,67.61988338692687,,1.6699605,0.4937
76,1.001074,0.61708,42.78633715534373,,79.60651620430626,,1.6515008,0.4796
77,0.9759719,0.6166,48.84924112045295,,73.08314488087142,,1.6328694,0.486
78,1.0302353,0.6204,25.061618001059923,,72.50392978544035,,1.698743,0.4819
79,1.1980299,0.62076,14.56498724891666,,62.73430648245822,,1.6479273,0.4763
80,0.74513185,0.6216,48.58635250653219,,78.02716862878944,,1.6407597,0.5015
81,0.9672785,0.62202,53.91352020560442,30.315426874377675,80.27655975743927,,1.6729326,0.491
82,0.70490235,0.6245,,,78.230897316639,,1.7159246,0.4916
83,1.1609228,0.623,,,74.72790757777862,,1.7009984,0.4957
84,0.9238876,0.6272,28.07250312086826,,75.1433850210827,,1.6435219,0.4917
85,1.0836157,0.63008,30.661245744560382,,77.53296782899294,,1.6642011,0.4891
86,1.0364901,0.63058,57.69339628616967,,74.83123314207171,,1.700166,0.4897
87,0.7674475,0.63332,,,69.77148715621182,,1.6881832,0.4956
88,0.74970245,0.6344,,,58.42671696227487,,1.7563516,0.4845
89,1.0765483,0.63608,,,64.43378025287163,,1.7721176,0.477
90,0.802213,0.63642,55.34053706895187,31.91347194877079,78.87028303371059,,1.6921054,0.4985
91,0.9088243,0.64034,45.63178516042479,,76.04387221641059,,1.6939981,0.5014
92,0.92423165,0.6384,,,26.98099758890289,,1.8323008,0.4783
93,1.0051394,0.64072,,22.72353923189186,74.45707881480297,,1.744974,0.4863
94,0.6832193,0.6419,,,62.2354633103716,,1.8049508,0.4804
95,0.9038208,0.64386,13.966280145453322,,62.36113842277442,,1.7620226,0.4832
96,0.963786,0.64164,26.203307723062565,,74.65412250858859,,1.7522379,0.4882
97,0.6553034,0.64752,,,62.003618212383834,,1.7982867,0.4882
98,0.5879898,0.6466,,,58.3777233300303,,1.8138388,0.4906
99,0.7871063,0.65002,,,47.63968530687491,,1.7968762,0.4744
